-0.0596885575, 53.9187440984, 0.0000000000
-0.0596885575, 53.9187440984, 0.0000000000
-0.0604566251, 53.9297490113, 0.0000000000
-0.0604566251, 53.9297490113, 0.0000000000
-0.0694579531, 54.0575423646, 0.0000000000
-0.0694579531, 54.0575423646, 0.0000000000
-0.0722998003, 54.0974515117, 0.0000000000
-0.0722998003, 54.0974515117, 0.0000000000
-0.0751497717, 54.1372715702, 0.0000000000
-0.0751497717, 54.1372715702, 0.0000000000
-0.0793486100, 54.1955763933, 0.0000000000
-0.0793486100, 54.1955763933, 0.0000000000
-0.0822177110, 54.2351746993, 0.0000000000
-0.0822177110, 54.2351746993, 0.0000000000
-0.0872189207, 54.3037438798, 0.0000000000
-0.0872189207, 54.3037438798, 0.0000000000
-0.0914917325, 54.3618810758, 0.0000000000
-0.0914917325, 54.3618810758, 0.0000000000
-0.0957893224, 54.4199551705, 0.0000000000
-0.0957893224, 54.4199551705, 0.0000000000
-0.1044592510, 54.5359427099, 0.0000000000
-0.1044592510, 54.5359427099, 0.0000000000
-0.1139631077, 54.6613858906, 0.0000000000
-0.1139631077, 54.6613858906, 0.0000000000
-0.1183787223, 54.7190968166, 0.0000000000
-0.1183787223, 54.7190968166, 0.0000000000
-0.1213277980, 54.7574469804, 0.0000000000
-0.1213277980, 54.7574469804, 0.0000000000
-0.1280108500, 54.8438012692, 0.0000000000
-0.1280108500, 54.8438012692, 0.0000000000
-0.1347369809, 54.9299698414, 0.0000000000
-0.1347369809, 54.9299698414, 0.0000000000
-0.1377065604, 54.9677863138, 0.0000000000
-0.1377065604, 54.9677863138, 0.0000000000
-0.1467609366, 55.0822750813, 0.0000000000
-0.1467609366, 55.0822750813, 0.0000000000
-0.1513109230, 55.1393651019, 0.0000000000
-0.1513109230, 55.1393651019, 0.0000000000
-0.1588635578, 55.2335149715, 0.0000000000
-0.1588635578, 55.2335149715, 0.0000000000
-0.1680545906, 55.3471165148, 0.0000000000
-0.1680545906, 55.3471165148, 0.0000000000
-0.1733479126, 55.4120898487, 0.0000000000
-0.1733479126, 55.4120898487, 0.0000000000
-0.1856002094, 55.5613201345, 0.0000000000
-0.1856002094, 55.5613201345, 0.0000000000
-0.1925760540, 55.6456199284, 0.0000000000
-0.1925760540, 55.6456199284, 0.0000000000
-0.1978836299, 55.7094654009, 0.0000000000
-0.1978836299, 55.7094654009, 0.0000000000
-0.2048831654, 55.7933050430, 0.0000000000
-0.2048831654, 55.7933050430, 0.0000000000
-0.2171930728, 55.9398673911, 0.0000000000
-0.2171930728, 55.9398673911, 0.0000000000
-0.2324269161, 56.1199437865, 0.0000000000
-0.2324269161, 56.1199437865, 0.0000000000
-0.2516651183, 56.3458784508, 0.0000000000
-0.2516651183, 56.3458784508, 0.0000000000
-0.2666680772, 56.5214239386, 0.0000000000
-0.2666680772, 56.5214239386, 0.0000000000
-0.2764058259, 56.6352780848, 0.0000000000
-0.2764058259, 56.6352780848, 0.0000000000
-0.2837846676, 56.7215980373, 0.0000000000
-0.2837846676, 56.7215980373, 0.0000000000
-0.2933737199, 56.8339381704, 0.0000000000
-0.2933737199, 56.8339381704, 0.0000000000
-0.3050991548, 56.9717472563, 0.0000000000
-0.3050991548, 56.9717472563, 0.0000000000
-0.3188491695, 57.1343248070, 0.0000000000
-0.3188491695, 57.1343248070, 0.0000000000
-0.3279996464, 57.2433387571, 0.0000000000
-0.3279996464, 57.2433387571, 0.0000000000
-0.3458422593, 57.4585539748, 0.0000000000
-0.3458422593, 57.4585539748, 0.0000000000
-0.3545111245, 57.5647613568, 0.0000000000
-0.3545111245, 57.5647613568, 0.0000000000
-0.3649990116, 57.6951111051, 0.0000000000
-0.3649990116, 57.6951111051, 0.0000000000
-0.3735500179, 57.8032056738, 0.0000000000
-0.3735500179, 57.8032056738, 0.0000000000
-0.3815600827, 57.9062430715, 0.0000000000
-0.3815600827, 57.9062430715, 0.0000000000
-0.3890623478, 58.0045958217, 0.0000000000
-0.3890623478, 58.0045958217, 0.0000000000
-0.3963504755, 58.1021568492, 0.0000000000
-0.3963504755, 58.1021568492, 0.0000000000
-0.4070900874, 58.2503152732, 0.0000000000
-0.4070900874, 58.2503152732, 0.0000000000
-0.4170294932, 58.3932913060, 0.0000000000
-0.4170294932, 58.3932913060, 0.0000000000
-0.4295239287, 58.5837993417, 0.0000000000
-0.4295239287, 58.5837993417, 0.0000000000
-0.4354019375, 58.6789513317, 0.0000000000
-0.4354019375, 58.6789513317, 0.0000000000
-0.4409524654, 58.7730758727, 0.0000000000
-0.4409524654, 58.7730758727, 0.0000000000
-0.4460381811, 58.8638703650, 0.0000000000
-0.4460381811, 58.8638703650, 0.0000000000
-0.4520399722, 58.9782771007, 0.0000000000
-0.4520399722, 58.9782771007, 0.0000000000
-0.4613409728, 59.1787503078, 0.0000000000
-0.4613409728, 59.1787503078, 0.0000000000
-0.4664412681, 59.3086397552, 0.0000000000
-0.4664412681, 59.3086397552, 0.0000000000
-0.4706652875, 59.4365202377, 0.0000000000
-0.4706652875, 59.4365202377, 0.0000000000
-0.4739733971, 59.5623803148, 0.0000000000
-0.4739733971, 59.5623803148, 0.0000000000
-0.4766381305, 59.7077134796, 0.0000000000
-0.4766381305, 59.7077134796, 0.0000000000
-0.4778207691, 59.8291497631, 0.0000000000
-0.4778207691, 59.8291497631, 0.0000000000
-0.4780162334, 59.9287843307, 0.0000000000
-0.4780162334, 59.9287843307, 0.0000000000
-0.4776455832, 60.0068150221, 0.0000000000
-0.4776455832, 60.0068150221, 0.0000000000
-0.4761766219, 60.1231538203, 0.0000000000
-0.4761766219, 60.1231538203, 0.0000000000
-0.4740954010, 60.2185396059, 0.0000000000
-0.4740954010, 60.2185396059, 0.0000000000
-0.4698337189, 60.3497007219, 0.0000000000
-0.4698337189, 60.3497007219, 0.0000000000
-0.4658016766, 60.4416868937, 0.0000000000
-0.4658016766, 60.4416868937, 0.0000000000
-0.4619694706, 60.5142591091, 0.0000000000
-0.4619694706, 60.5142591091, 0.0000000000
-0.4564063945, 60.6037074273, 0.0000000000
-0.4564063945, 60.6037074273, 0.0000000000
-0.4471458194, 60.7265771382, 0.0000000000
-0.4471458194, 60.7265771382, 0.0000000000
-0.4271093412, 60.9312977522, 0.0000000000
-0.4271093412, 60.9312977522, 0.0000000000
-0.4151097125, 61.0304412355, 0.0000000000
-0.4151097125, 61.0304412355, 0.0000000000
-0.4017448613, 61.1276113363, 0.0000000000
-0.4017448613, 61.1276113363, 0.0000000000
-0.3920651250, 61.1913056050, 0.0000000000
-0.3920651250, 61.1913056050, 0.0000000000
-0.3790893352, 61.2697043884, 0.0000000000
-0.3790893352, 61.2697043884, 0.0000000000
-0.3680001356, 61.3314577487, 0.0000000000
-0.3680001356, 61.3314577487, 0.0000000000
-0.3622171159, 61.3620157927, 0.0000000000
